Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max
oo dd,RUNNING,2026-03-16,16:56:12,00:18:57,,139,,,,,128,,,,,,,,,,,,,173.0,60.0,175,57,39
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W)
1,00:00:00,59,,,,,,,,
,00:00:01,59,,,,,,,,
,00:00:02,59,,,,,,,,
,00:00:03,59,,,,,,,,
,00:00:04,59,,,,,,,,
,00:00:05,60,,,,,,,,
,00:00:06,60,,,,,,,,
,00:00:07,60,,,,,,,,
,00:00:08,60,,,,,,,,
,00:00:09,61,,,,,,,,
,00:00:10,61,,,,,,,,
,00:00:11,61,,,,,,,,
,00:00:12,65,,,,,,,,
,00:00:13,66,,,,,,,,
,00:00:14,69,,,,,,,,
,00:00:15,69,,,,,,,,
,00:00:16,70,,,,,,,,
,00:00:17,77,,,,,,,,
,00:00:18,77,,,,,,,,
,00:00:19,80,,,,,,,,
,00:00:20,80,,,,,,,,
,00:00:21,81,,,,,,,,
,00:00:22,81,,,,,,,,
,00:00:23,81,,,,,,,,
,00:00:24,83,,,,,,,,
,00:00:25,88,,,,,,,,
,00:00:26,91,,,,,,,,
,00:00:27,91,,,,,,,,
,00:00:28,93,,,,,,,,
,00:00:29,95,,,,,,,,
,00:00:30,95,,,,,,,,
,00:00:31,95,,,,,,,,
,00:00:32,96,,,,,,,,
,00:00:33,96,,,,,,,,
,00:00:34,97,,,,,,,,
,00:00:35,97,,,,,,,,
,00:00:36,98,,,,,,,,
,00:00:37,98,,,,,,,,
,00:00:38,98,,,,,,,,
,00:00:39,99,,,,,,,,
,00:00:40,99,,,,,,,,
,00:00:41,101,,,,,,,,
,00:00:42,101,,,,,,,,
,00:00:43,103,,,,,,,,
,00:00:44,103,,,,,,,,
,00:00:45,103,,,,,,,,
,00:00:46,106,,,,,,,,
,00:00:47,106,,,,,,,,
,00:00:48,106,,,,,,,,
,00:00:49,106,,,,,,,,
,00:00:50,106,,,,,,,,
,00:00:51,106,,,,,,,,
,00:00:52,106,,,,,,,,
,00:00:53,106,,,,,,,,
,00:00:54,107,,,,,,,,
,00:00:55,106,,,,,,,,
,00:00:56,106,,,,,,,,
,00:00:57,106,,,,,,,,
,00:00:58,106,,,,,,,,
,00:00:59,107,,,,,,,,
,00:01:00,107,,,,,,,,
,00:01:01,108,,,,,,,,
,00:01:02,108,,,,,,,,
,00:01:03,106,,,,,,,,
,00:01:04,106,,,,,,,,
,00:01:05,106,,,,,,,,
,00:01:06,106,,,,,,,,
,00:01:07,105,,,,,,,,
,00:01:08,103,,,,,,,,
,00:01:09,104,,,,,,,,
,00:01:10,104,,,,,,,,
,00:01:11,105,,,,,,,,
,00:01:12,106,,,,,,,,
,00:01:13,106,,,,,,,,
,00:01:14,106,,,,,,,,
,00:01:15,108,,,,,,,,
,00:01:16,108,,,,,,,,
,00:01:17,108,,,,,,,,
,00:01:18,110,,,,,,,,
,00:01:19,110,,,,,,,,
,00:01:20,112,,,,,,,,
,00:01:21,112,,,,,,,,
,00:01:22,112,,,,,,,,
,00:01:23,114,,,,,,,,
,00:01:24,115,,,,,,,,
,00:01:25,115,,,,,,,,
,00:01:26,116,,,,,,,,
,00:01:27,116,,,,,,,,
,00:01:28,116,,,,,,,,
,00:01:29,117,,,,,,,,
,00:01:30,117,,,,,,,,
,00:01:31,117,,,,,,,,
,00:01:32,118,,,,,,,,
,00:01:33,118,,,,,,,,
,00:01:34,118,,,,,,,,
,00:01:35,118,,,,,,,,
,00:01:36,118,,,,,,,,
,00:01:37,118,,,,,,,,
,00:01:38,118,,,,,,,,
,00:01:39,118,,,,,,,,
,00:01:40,118,,,,,,,,
,00:01:41,119,,,,,,,,
,00:01:42,119,,,,,,,,
,00:01:43,119,,,,,,,,
,00:01:44,119,,,,,,,,
,00:01:45,119,,,,,,,,
,00:01:46,119,,,,,,,,
,00:01:47,119,,,,,,,,
,00:01:48,119,,,,,,,,
,00:01:49,120,,,,,,,,
,00:01:50,120,,,,,,,,
,00:01:51,120,,,,,,,,
,00:01:52,120,,,,,,,,
,00:01:53,120,,,,,,,,
,00:01:54,121,,,,,,,,
,00:01:55,121,,,,,,,,
,00:01:56,121,,,,,,,,
,00:01:57,121,,,,,,,,
,00:01:58,121,,,,,,,,
,00:01:59,121,,,,,,,,
,00:02:00,121,,,,,,,,
,00:02:01,121,,,,,,,,
,00:02:02,121,,,,,,,,
,00:02:03,121,,,,,,,,
,00:02:04,121,,,,,,,,
,00:02:05,121,,,,,,,,
,00:02:06,122,,,,,,,,
,00:02:07,123,,,,,,,,
,00:02:08,123,,,,,,,,
,00:02:09,123,,,,,,,,
,00:02:10,124,,,,,,,,
,00:02:11,124,,,,,,,,
,00:02:12,124,,,,,,,,
,00:02:13,124,,,,,,,,
,00:02:14,124,,,,,,,,
,00:02:15,124,,,,,,,,
,00:02:16,124,,,,,,,,
,00:02:17,124,,,,,,,,
,00:02:18,126,,,,,,,,
,00:02:19,126,,,,,,,,
,00:02:20,128,,,,,,,,
,00:02:21,128,,,,,,,,
,00:02:22,128,,,,,,,,
,00:02:23,128,,,,,,,,
,00:02:24,129,,,,,,,,
,00:02:25,131,,,,,,,,
,00:02:26,132,,,,,,,,
,00:02:27,132,,,,,,,,
,00:02:28,132,,,,,,,,
,00:02:29,132,,,,,,,,
,00:02:30,133,,,,,,,,
,00:02:31,133,,,,,,,,
,00:02:32,134,,,,,,,,
,00:02:33,134,,,,,,,,
,00:02:34,135,,,,,,,,
,00:02:35,135,,,,,,,,
,00:02:36,131,,,,,,,,
,00:02:37,131,,,,,,,,
,00:02:38,134,,,,,,,,
,00:02:39,134,,,,,,,,
,00:02:40,136,,,,,,,,
,00:02:41,136,,,,,,,,
,00:02:42,136,,,,,,,,
,00:02:43,137,,,,,,,,
,00:02:44,137,,,,,,,,
,00:02:45,137,,,,,,,,
,00:02:46,139,,,,,,,,
,00:02:47,139,,,,,,,,
,00:02:48,139,,,,,,,,
,00:02:49,139,,,,,,,,
,00:02:50,139,,,,,,,,
,00:02:51,139,,,,,,,,
,00:02:52,139,,,,,,,,
,00:02:53,139,,,,,,,,
,00:02:54,142,,,,,,,,
,00:02:55,142,,,,,,,,
,00:02:56,142,,,,,,,,
,00:02:57,142,,,,,,,,
,00:02:58,142,,,,,,,,
,00:02:59,142,,,,,,,,
,00:03:00,142,,,,,,,,
,00:03:01,142,,,,,,,,
,00:03:02,142,,,,,,,,
,00:03:03,142,,,,,,,,
,00:03:04,142,,,,,,,,
,00:03:05,138,,,,,,,,
,00:03:06,137,,,,,,,,
,00:03:07,137,,,,,,,,
,00:03:08,139,,,,,,,,
,00:03:09,139,,,,,,,,
,00:03:10,143,,,,,,,,
,00:03:11,143,,,,,,,,
,00:03:12,143,,,,,,,,
,00:03:13,145,,,,,,,,
,00:03:14,145,,,,,,,,
,00:03:15,145,,,,,,,,
,00:03:16,145,,,,,,,,
,00:03:17,145,,,,,,,,
,00:03:18,145,,,,,,,,
,00:03:19,144,,,,,,,,
,00:03:20,144,,,,,,,,
,00:03:21,145,,,,,,,,
,00:03:22,145,,,,,,,,
,00:03:23,145,,,,,,,,
,00:03:24,145,,,,,,,,
,00:03:25,146,,,,,,,,
,00:03:26,146,,,,,,,,
,00:03:27,146,,,,,,,,
,00:03:28,146,,,,,,,,
,00:03:29,146,,,,,,,,
,00:03:30,146,,,,,,,,
,00:03:31,146,,,,,,,,
,00:03:32,146,,,,,,,,
,00:03:33,146,,,,,,,,
,00:03:34,146,,,,,,,,
,00:03:35,146,,,,,,,,
,00:03:36,143,,,,,,,,
,00:03:37,142,,,,,,,,
,00:03:38,142,,,,,,,,
,00:03:39,141,,,,,,,,
,00:03:40,144,,,,,,,,
,00:03:41,146,,,,,,,,
,00:03:42,146,,,,,,,,
,00:03:43,148,,,,,,,,
,00:03:44,149,,,,,,,,
,00:03:45,149,,,,,,,,
,00:03:46,150,,,,,,,,
,00:03:47,150,,,,,,,,
,00:03:48,150,,,,,,,,
,00:03:49,150,,,,,,,,
,00:03:50,151,,,,,,,,
,00:03:51,151,,,,,,,,
,00:03:52,151,,,,,,,,
,00:03:53,151,,,,,,,,
,00:03:54,147,,,,,,,,
,00:03:55,147,,,,,,,,
,00:03:56,147,,,,,,,,
,00:03:57,147,,,,,,,,
